400544,2,0,Negative Attitude,2,0,13,1724
400544,3,0,Verbal Abuse,0,2,13,2264
400926,0,0,Intentionally Feeding,3,2,20,1226
400926,1,0,Offensive Language,2,3,20,2501
400926,2,0,Offensive Language,3,1,20,2725
400926,3,0,Intentionally Feeding,2,1,20,1650
400926,4,1,Verbal Abuse,0,3,20,913
400108,0,0,Assisting Enemy Team,2,1,9,1861
400108,1,0,Intentionally Feeding,2,0,9,1216
400108,2,0,Verbal Abuse,2,0,9,2706
400108,3,0,Verbal Abuse,2,0,9,1960
400218,0,0,Intentionally Feeding,2,2,11,2340
400218,1,0,Intentionally Feeding,2,1,11,1221
400218,2,0,Intentionally Feeding,2,0,11,2661
400218,3,0,Offensive Language,2,0,11,1216
400052,0,0,Spamming,3,1,7,2841
400052,1,0,Spamming,2,0,7,2678
400052,2,0,Verbal Abuse,1,0,7,2032
400155,0,0,Offensive Language,3,1,7,2548
400155,1,0,Intentionally Feeding,2,0,7,2679
400155,2,0,Intentionally Feeding,1,0,7,1268
400440,0,0,Intentionally Feeding,3,2,12,1778
400440,1,0,Offensive Language,2,1,12,2397
400440,2,0,Assisting Enemy Team,2,0,12,2829
400440,3,1,Offensive Language,0,2,12,1250
400693,0,0,Intentionally Feeding,2,1,14,2386
400693,1,0,Offensive Language,2,1,14,2361
400693,2,0,Verbal Abuse,2,1,14,1739
400693,3,0,Intentionally Feeding,2,1,14,1566
400693,4,0,Negative Attitude,1,1,14,1901
400486,0,0,Intentionally Feeding,2,2,11,2188
400486,1,0,Offensive Language,3,0,11,1231
400486,2,0,Intentionally Feeding,2,0,11,1828
400486,3,0,Spamming,0,2,11,1250
400183,0,0,Assisting Enemy Team,4,1,14,1606
400183,1,0,Assisting Enemy Team,4,1,14,2164
400183,2,0,Intentionally Feeding,2,2,14,3230
400197,0,0,Verbal Abuse,0,2,6,2132
400197,1,0,Intentionally Feeding,2,0,6,1605
400197,2,0,Negative Attitude,2,0,6,1220
400360,0,0,Intentionally Feeding,2,0,6,2469
400360,1,0,Assisting Enemy Team,2,0,6,2505
400360,2,0,Negative Attitude,1,0,6,2525
400360,3,0,Offensive Language,1,0,6,1305
400737,0,0,Verbal Abuse,2,1,5,2424
400737,1,0,Verbal Abuse,1,1,5,2839
400671,0,0,Intentionally Feeding,3,0,9,1773
400671,1,0,Negative Attitude,2,0,9,2182
400671,2,0,Negative Attitude,2,0,9,1408
400671,3,0,Negative Attitude,1,1,9,1261
400817,0,0,Intentionally Feeding,2,0,3,1405
400817,1,0,Verbal Abuse,1,0,3,2828
400472,0,0,Verbal Abuse,3,0,10,2084
400472,1,0,Intentionally Feeding,3,0,10,1583
400472,2,0,Intentionally Feeding,2,0,10,1420
400472,3,0,Verbal Abuse,2,0,10,1440
400283,0,1,Offensive Language,2,3,16,3231
400283,1,0,Offensive Language,1,2,16,2411
400283,2,0,Offensive Language,3,0,16,3782
400283,3,0,Offensive Language,3,0,16,2072
400283,4,1,Offensive Language,0,2,16,2667
400442,0,0,Negative Attitude,0,2,4,1568
400442,1,0,Assisting Enemy Team,2,0,4,1255
400449,0,0,Verbal Abuse,3,0,5,2038
400449,1,0,Verbal Abuse,2,0,5,1806
400532,0,0,Assisting Enemy Team,2,0,4,2211
400532,1,0,Negative Attitude,0,2,4,2708
400083,0,0,Verbal Abuse,2,1,5,2425
400083,1,0,Offensive Language,1,1,5,1822
400315,0,0,Offensive Language,4,0,13,1487
400315,1,0,Intentionally Feeding,3,0,13,1564
400315,2,0,Intentionally Feeding,3,0,13,2020
400315,3,0,Offensive Language,3,0,13,2527
400804,0,0,Offensive Language,0,2,4,1481
400804,1,0,Offensive Language,2,0,4,2313
400701,0,0,Verbal Abuse,1,2,10,2105
400701,1,0,Negative Attitude,0,3,10,2018
400701,2,0,Verbal Abuse,1,1,10,2302
400701,3,0,Verbal Abuse,1,1,10,2273
400470,0,0,Offensive Language,3,0,8,2226
400470,1,0,Negative Attitude,2,1,8,1385
400470,2,0,Verbal Abuse,2,0,8,1478
400725,0,0,Offensive Language,4,0,7,1416
400725,1,0,Offensive Language,1,2,7,1721
400539,0,0,Intentionally Feeding,2,1,8,1214
400539,1,0,Intentionally Feeding,2,1,8,2343
400539,2,0,Intentionally Feeding,2,0,8,2039
400778,0,0,Verbal Abuse,4,0,7,1475
400778,1,0,Offensive Language,3,0,7,2118
400618,0,1,Intentionally Feeding,1,1,7,2519
